Container ID,Description,Origin
MNOP9876543,14571 KGS 50.123 CUBIC METER 321 CARTON FASHION JEWELRY HS CODES 7117. SHIPPER DECLARES.,"Shenzhen, China"
QWERT5678901,IN 30 PALLETS OF CHILDREN'S TOYS AND GAMES CONTAINING TOXIC MATERIALS. ,"Mumbai, India"
VBNM5432109,LOADED ON 18 PLT(S) POLYETHYLENE FILMS HS-CODE39209010. ,"Rotterdam, Netherlands"
TYUI7894567,GRIMBERGEN AMBREE 6.5% ABV. BEER EACH 12/33CL BOTTLES CB 4160410 / 278214357.,"Hamburg, Germany"
IOPK9876541,ON 8 PALLETS CONTAINING ROLLERS AND CONVEYOR BELTS FOR INDUSTRIAL USE. ,Hong Kong
KJHGF1235679,21000 KGS 70.000 CUBIC METER 1500 CARTON BUILDING MATERIALS HS CODES 392690. SHIPPER DECLARES.,"Shenzhen, China"
ZXCSD8765432,IN 15 PALLETS OF FOOD AND BEVERAGE CONTAINING EXPLOSIVE SUBSTANCES. ,Singapore
RFTG4567890,LOADED ON 10 PLT(S) THERMOCOLIC LIQUIDS HS-CODE38110010.,"Hamburg, Germany"
NMGF9876543,GRIMBERGEN AMBREE 6.5% ABV. BEER EACH 12/33CL BOTTLES CB 4160410 / 278214357.,"Hamburg, Germany"
HKLJ5432109,ON 16 PALLETS CONTAINING CABLES AND WIRING FOR ELECTRICAL USE. ,"Rotterdam, Netherlands"
PQRW9876541,13478 KGS 42.219 CUBIC METER 456 CARTON DRESSES & ACCESSORIES HS CODES 6214. SHIPPER DECLARES.,"Seoul, South Korea"
VRTY1234568,IN 50 PALLETS OF PHARMACEUTICALS AND MEDICINES. ,"Mumbai, India"
GHIK9876542,LOADED ON 30 PLT(S) POLYPROPYLENE 3MM HS-CODE39223010. ,"Tokyo, Japan"
EFGH1234569,GRIMBERGEN AMBREE 6.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214356.,Hong Kong
CJKL9876543,ON 12 PALLETS CONTAINING FIBC POLYETHYLENE SACKS 50CM X 50CM ANCHOR TIE HS CODES 39239090 NET WEIGHT 8640 KG CIF GUAYMAS. ,"Ho Chi Minh City, Vietnam"
IOPZ4321097,18932 KGS 65.123 CUBIC METER 120 CARTON TOYS & GAMES HS CODES 9503. SHIPPER DECLARES.,"Bangkok, Thailand"
MNOP9876540,IN 70 PALLETS OF FURNITURE AND HOME DECOR. ,"Guangzhou, China"
RSTU1234567,LOADED ON 25 PLT(S) PVC 2MM HS-CODE39209010. ,"Shenzhen, China"
WXYZ9876544,GRIMBERGEN AMBREE 6.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214358.,Singapore
ASDK4321098,ON 15 PALLETS CONTAINING PVC PIPE HS CODES 73041010 NET WEIGHT 7200 KG CIF TIJUANA. ,"Kuala Lumpur, Malaysia"
ERTYUIOP1234,15698 KGS 75.321 CUBIC METER 942 CARTON ELECTRONIC COMPONENTS & SWITCHES HS CODES 85361010. SHIPPER DECLARES.,"Seoul, South Korea"
QWERTYUIOP5678,IN 30 PALLETS OF TEXTILES AND FABRICS CONTAINING SYNTHETIC MATERIALS. ,"Tokyo, Japan"
MNBVCXZ123456,LOADED ON 25 PLT(S) POLYETHYLENE SHEETING HS-CODE39239090.,"Osaka, Japan"
HIJKLPOUIOP9876,GRIMBERGEN AMBREE 7.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Vancouver, Canada"
POIUYTRE456789,ON 12 PALLETS CONTAINING WHEELS RIM WITH TIRE SIZE 205R16 81V B SW E 6 PR HS-CODE87082090.,"Montreal, Canada"
GFDSCXZ3210987,12120 KGS 34.567 CUBIC METER 876 CARTON PLASTIC INJECTION MOULD & TOOLING HS CODES 39259090. SHIPPER DECLARES.,"Shanghai, China"
JHGFERTYUIOP2345,IN 50 PALLETS OF MACHINERY PARTS CONTAINING METAL COMPONENTS & ACCESSORIES.,"Sydney, Australia"
ZXCRTYUIOP56789,LOADED ON 18 PLT(S) VACUUM CLEANER PARTS HS-CODE73259090.,"Perth, Australia"
PONIUJHK1234567,GRIMBERGEN AMBREE 8.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Wellington, New Zealand"
MNBVCXZ98765432,ON 15 PALLETS CONTAINING ALUMINUM FOIL ROLLS W/METALIC LAYER HS-CODE76062090.,"Christchurch, New Zealand"
QWERT1234567,15679 KGS 40 CUBIC METER 1000 CARTONS SPARE PARTS FOR VEHICLES HS CODE 8708. SHIPPER DECLARES.,"Seoul, South Korea"
FGTR5678901,LOADED ON 30 PLT(S) POLYETHYLENE CARBONATE RESIN WHITE HS-CODE 3904.10. ,Singapore
PQRU3456789,IN 20 PALLETS OF TEXTILE FABRICS CONTAINING CLOTHES AND ACCESSORIES. ,"Istanbul, Turkey"
KIUY6543210,ON 18 PALLETS CONTAINING 15000 PIECES OF JEWELRY HS CODE 7115.,"Bangkok, Thailand"
OIVN9876543,LOADED ON 25 PLT(S) 100% COTTON BLEND FABRIC HS-CODE 5208.50.,Hong Kong
GYUI4567890,IN 40 PALLETS OF FOODSTUFFS CONTAINING BEVERAGES AND CONFECTIONERY ITEMS. ,"Guangzhou, China"
RQWE5432107,ON 15 PALLETS CONTAINING ELECTRONIC COMPONENTS HS CODE 8542.,"Shenzhen, China"
EDCR7654321,LOADED ON 50 PLT(S) OF PHARMACEUTICAL PRODUCTS HS-CODE 3003.,"Tokyo, Japan"
VBNM8765432,IN 30 PALLETS CONTAINING COSMETIC AND SKIN CARE PRODUCTS.,"Seoul, South Korea"
ZXCQ7890123,ON 25 PALLETS CONTAINING TOOLS AND MACHINE PARTS HS CODE 8479.,"Taipei, Taiwan"
IJKL9876543,IN 24 PALLETS OF TEXTILES & FABRICS CONTAINING POLYESTER CLOTH HS CODES 520830. SHIPPER DECLARES.,"Shanghai, China"
HGFV1234567,LOADED ON 18 PLT(S) POLYETHYLENE CARBONATE RESIN 3215A HS-CODE 39041010. ,"Guangzhou, China"
MNOP9876543,GRIMBERGEN ROYALE 6.5% ABV BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Berlin, Germany"
QRST4321098,"ON 11 PALLETS CONTAINING BBL ALUTHENE 50-IV E 133/12 SIN IMPRESION, ANCHO 52 MM BBL ALUTHENE 50-IV E 133/5 ANCHO 94 MM SIN IMPRESION NET WEIGHT 5929 KG CIF MEXICO.","Munich, Germany"
VWXZ1234567,IN 37 PALLETS OF METAL & METAL ARTICLES CONTAINING STEEL FLAT ROLLS HS CODES 730890. SHIPPER DECLARES.,"Shenzhen, China"
CDEFG9876543,LOADED ON 25 PLT(S) PVC SHEET HS-CODE32141010. ,"Hamburg, Germany"
PQRST4321098,GRIMBERGEN AMBREE 6.5% ABV BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Frankfurt, Germany"
ZYXC1234567,"ON 15 PALLETS CONTAINING BBL ALUTHENE 50-IV E 133/12 SIN IMPRESION, ANCHO 52 MM BBL ALUTHENE 50-IV E 133/5 ANCHO 94 MM SIN IMPRESION NET WEIGHT 5928 KG CIF LOS ANGELES.","Munich, Germany"
IJKL4321098,IN 42 PALLETS OF CHEMICALS & ALLIED PRODUCTS CONTAINING DANGEROUS GOODS. ,"Berlin, Germany"
HGFV9876543,LOADED ON 20 PLT(S) ELASTOSIL 5000BLACK S1 HS-CODE32141010. ,"Guangzhou, China"
VWXQ9876543,34567 KGS 20.121 CUBIC METER 123 CARTON SPICES & SAUCES HS CODES 21039010. SHIPPER DECLARES. ,"Shenzhen, China"
NCVB5432198,IN 30 PALLETS OF TEXTILE MATERIALS AND GARMENTS CONTAINING SYNTHETIC GOODS. ,"Busan, South Korea"
KRTY8765432,LOADED ON 18 PLT(S) SILICA GEL DESICCANT COLD PACK HS-CODE32119010. ,"Ho Chi Minh City, Vietnam"
HJKL0987654,GRIMBERGEN DUBBEL 6% ABV. BEER EACH 12/33CL BOTTLES CB 4160410 / 278214358. ,"Ho Chi Minh City, Vietnam"
TUVW4321098,ON 7 PALLETS CONTAINING BBL POLYCARBONATE 5MM THK X 305 MM WIDE LAMINATED SHEET HS CODE 39269090 NET WEIGHT 12542 KG CIF NEW YORK. ,"Ho Chi Minh City, Vietnam"
ERTY6543210,IN 25 PALLETS OF MECHANICAL PARTS CONTAINING ELECTRICAL GOODS. ,"Shenzhen, China"
MNOP9876543,LOADED ON 15 PLT(S) ABSOLUTE ALPHA 2 HS-CODE32149010. ,"Ho Chi Minh City, Vietnam"
PQRST7890123,GRIMBERGEN AMBREE 6.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214359. ,"Busan, South Korea"
GHIJ7654321,ON 11 PALLETS CONTAINING BBL PVC SHEET 3MM THK X 1200 MM WIDE HORIZONTAL LAMINATED SHEET HS CODE 39269100 NET WEIGHT 10285 KG CIF HOUSTON. ,"Ho Chi Minh City, Vietnam"
CDEF5432198,IN 20 PALLETS OF FURNITURE PARTS CONTAINING WOODEN GOODS. ,"Shenzhen, China"
IJHG4567890,8765 KGS 34.217 CUBIC METER 543 PLT(S) OF SHIPPABLE HARD DISKS & STORAGE DEVICE HS CODES 847130. SHIPPER DECLARES.,"Shenzhen, China"
PQRU9012345,LOADED ON 12 PALLETS FROZEN MEAT CONTAINING FRESH BEEF. ,"Hamburg, Germany"
QWERT9876543,IN 45 PLT(S) OF ELECTRONIC ACCESSORIES (HS-CODE 90178920). ,"Shenzhen, China"
TYUIO1234567,ON 16 PALLETS CONTAINING 11000 PACKS OF TEA HS CODE 0903.11.10 NET WEIGHT 15455 KG CIF MONTREAL.,"Hamburg, Germany"
MNOPQ5432109,IN 35 PLT(S) OF HOUSEHOLD ELECTRICAL APPLIANCE (HS-CODE 8516.41.30). ,"Shenzhen, China"
CVBNM9876543,LOADED ON 28 PLT(S) CONTAINING TEXTILE FABRIC HS CODE 5208.92.00.,"Hamburg, Germany"
FGHTY1234567,IN 40 PALLETS OF BEER (HS-CODE 2203.90.03). ,"Shenzhen, China"
KILOP8765432,ON 10 PLT(S) CONTAINING FRESH FRUITS (NET WEIGHT 3456 KG CIF LOS ANGELES).,"Hamburg, Germany"
WERTY6543210,IN 18 PALLETS OF COSMETICS AND COSMETIC ACCESSORIES. ,"Shenzhen, China"
JKLKJ9012345,LOADED ON 6 PLT(S) CONTAINING TOY HOBBIES HS CODE 9504.90.00 NET WEIGHT 1500 KG CIF NEW YORK.,"Hamburg, Germany"
PQRS9876543,12345 KGS 50.221 CUBIC METER 420 CARTON FLAT SCREEN MONITORS HS CODES 85283920 SHIPPER DECLARES.,"Shenzhen, China"
VWXY7654321,IN 15 PALLETS OF TEXTILES AND YARN CONTAINING FABRICS. ,"Dhaka, Bangladesh"
MNOP1234567,LOADED ON 12 PLT(S) CHEMICALS - ALKALI. HS-CODE28112010. ,"Rotterdam, Netherlands"
EFGH9876543,GRAND PRAIRIE BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357. ,"Hamburg, Germany"
IJKL4567891,ON 6 PALLETS CONTAINING TUBES AND FITTINGS - COPPER ALLOY ANS 5119 M4*20 HS CODE 7308 92 90 NET WEIGHT 3000 KG CIF PANAMA. ,"Rotterdam, Netherlands"
TUVW6543210,IN 30 PALLETS OF AUTOMOBILE SPARE PARTS CONTAINING TIRES HS CODE 8708 91 00. ,"Guangzhou, China"
KLMN8765432,"LOADED ON 18 PLT(S) FURNITURE, UPHOLSTERY AND PARTS THEREOF - SOFAS HS-CODE94010010. ","Shenzhen, China"
RSTU3210987,GRAND PRAIRIE BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357. ,"Hamburg, Germany"
YZXW5432109,ON 3 PALLETS CONTAINING ALUMINUM WHEELS HS CODE 8716 99 10 NET WEIGHT 2000 KG CIF MEXICO. ,"Rotterdam, Netherlands"
VBNM9876541,IN 45 PALLETS OF CLOTHING AND FOOTWEAR CONTAINING JEANS HS CODE 6109 90 80. ,"Dhaka, Bangladesh"
MNOP9876543,23456 KGS 45.213 CUBIC METER 456 CARTON TOYS & GAMES HS CODES 950300. SHIPPER DECLARES.,"Shenzhen, China"
PQRS1234567,IN 30 PALLETS OF FURNITURE CONTAINING DANGEROUS GOODS.,"Hamburg, Germany"
VWXZ7654321,LOADED ON 25 PLT(S) ELASTOSIL 6000WHITE S2 HS-CODE32141020.,"Shenzhen, China"
CDEFG1234567,GRIMBERGEN AMBREE 4.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160411 / 278214358.,"Hamburg, Germany"
HIJKL9876543,ON 11 PALLETS CONTAINING MDF PARTS 15 MM THK X 600 MM X 1200 MM NET WEIGHT 3789 KG CIF GUAYMAS.,"Shenzhen, China"
MNOP5654321,IN 50 PALLETS OF FASHION JEWELRY CONTAINING PRECIOUS METALS.,"Hamburg, Germany"
PQRSZ1234567,LOADED ON 18 PLT(S) THERMOCOPLASTIC ELASTOMER HS-CODE39170050.,"Shenzhen, China"
VWXZA9876543,GRIMBERGEN AMBREE 6.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Hamburg, Germany"
CDEFG7654321,ON 10 PALLETS CONTAINING MDF PARTS 15 MM THK X 600 MM X 1200 MM NET WEIGHT 2676 KG CIF GUAYMAS.,"Shenzhen, China"
HIJKL4321098,IN 40 PALLETS OF ELECTRONIC COMPONENTS CONTAINING FLAMMABLE MATERIALS.,"Hamburg, Germany"
MNOP9876543,12000 KGS 50.123 CUBIC METER 500 CARTON TOOLS HS CODES 820520. SHIPPER DECLARES.,"Shenzhen, China"
QWERT1234567,IN 30 PALLETS OF FURNITURE AND HOME DECOR CONTAINING FRAGILE GOODS. ,"Hamburg, Germany"
VKLMN4321098,LOADED ON 18 PLT(S) PHARMACEUTICAL PRODUCTS HS-CODE30049010. ,"Shenzhen, China"
GHIJK1234567,GRIMBERGEN AMBREE 6.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357. ,"Hamburg, Germany"
OPQRST9876543,"ON 12 PALLETS CONTAINING MECHANICAL PARTS, NET WEIGHT 4500 KG CIF NEW YORK. ","Shenzhen, China"
IJKLMNOP4321098,IN 25 PALLETS OF TEXTILE PRODUCTS AND FABRICS CONTAINING PERISHABLE ITEMS. ,"Hamburg, Germany"
ZYXWV1234567,15000 KGS 70.905 CUBIC METER 750 CARTON MACHINERY PARTS HS CODES 840990. SHIPPER DECLARES.,"Shenzhen, China"
FGHJK9876543,LOADED ON 15 PLT(S) ELECTRICAL EQUIPMENT HS-CODE85439010. ,"Hamburg, Germany"
PQRSTU4321098,"GRANADA WHITE CHOCOLATE (2000 PCS), CB 4160413 / 278214358. ","Shenzhen, China"
MNOPQ9876543,"ON 9 PALLETS CONTAINING METAL SCRAP, NET WEIGHT 3000 KG CIF GUAYMAS. ","Hamburg, Germany"
MNOI9876543,"IN 30 PALLETS OF AUTOMOTIVE PARTS AND ACCESSORIES, INCLUDING WHEELS AND TIRES HS CODE 870899. SHIPPER DECLARES.","Guangzhou, China"
PQRS1234567,LOADED ON 15 PLT(S) OF ELECTRICAL EQUIPMENT CONTAINING CIRCUIT BREAKERS AND FUSES HS-CODE 85365010. ,"Seoul, South Korea"
VWXY6543210,12 PALLETS 400 KGS 11.85 CUBIC METER OF TEXTILE DYEING EQUIPMENT CONTAINING CHEMICALS AND MACHINE PARTS HS CODE 320890. SHIPPER DECLARES.,"Mumbai, India"
ZXCV7890123,IN 25 PALLETS OF HOUSEHOLD FURNITURE INCLUDING SOFAS AND DINING TABLES. ,"Shanghai, China"
KJHG4321098,ON 18 PALLETS CONTAINING METAL SHEETS AND ROOFING MATERIALS HS CODE 730890.,"Istanbul, Turkey"
RTYN9876543,LOADED ON 10 PLT(S) OF PACKAGING MATERIALS INCLUDING BOXES AND BUBBLE WRAP.,Hong Kong
UIOP1234567,IN 22 PALLETS OF BOOKS AND PRINTED MATERIALS HS CODE 490100. SHIPPER DECLARES.,"Tokyo, Japan"
STUV6543210,ON 12 PALLETS CONTAINING FURNITURE PARTS INCLUDING DRAWERS AND CABINETS HS-CODE 94030010.,"Bangkok, Thailand"
WXYZ9876543,8 PALLETS 2500 KGS 6.27 CUBIC METER OF COSMETICS CONTAINING SKincare AND HAIR CARE PRODUCTS HS CODE 330400. SHIPPER DECLARES.,"Rio de Janeiro, Brazil"
VBNM4321098,LOADED ON 16 PLT(S) OF WOODEN PACKAGING MATERIALS INCLUDING CRATES AND PALLETIZED BOXES.,"Cairo, Egypt"
WXYZ9123456,10000 KGS 30.000 CUBIC METER 500 CARTON T-shirts & Socks HS CODES 610990. SHIPPER DECLARES.,"Guangzhou, China"
PQRU1234567,IN 50 PALLETS OF ELECTRONIC EQUIPMENT INCLUDING LAPTOPS AND MOBILE PHONES CONTAINING HAZARDOUS MATERIALS.,"Seoul, South Korea"
MNOV8765432,LOADED ON 30 PLT(S) ALUMINUM COILS HS-CODE76011010.,"Doha, Qatar"
JKLZ9876543,GRANOLA BARS AND NUTRITIONAL SUPPLEMENTS 43200 PCS NET WEIGHT 4500 KG CIF LOS ANGELES.,"Dubai, UAE"
LKMN1234567,15 PALLETS CONTAINING BBL ALUMINUM SECTIONS 3/12 - 4/6 HS CODE 76061000 SIN IMPRESION NET WEIGHT 6500 KG CIF MEXICO.,"Mumbai, India"
ZYXC9012345,IN 40 PALLETS OF TEXTILES AND CLOTHING ITEMS CONTAINING DELICATE GOODS.,"Paris, France"
RSTU4321098,FRESH FRUITS AND VEGETABLES ON 10 PLT(S) MANGOES AND STRAWBERRIES NET WEIGHT 2800 KG CIF TOKYO.,"Tokyo, Japan"
VGFH1234567,LOADED ON 20 PALLETS OF TOY CARDS CONTAINING PACKAGING MATERIALS HS-CODE 95021010.,Hong Kong
CDEK9876543,IN 50 PALLETS OF FURNITURE INCLUDING Sofas and Armchairs CONTAINING HEAVY GOODS.,"Berlin, Germany"
QWERT7890123,ON 25 PALLETS CONTAINING BBL CARBON STEEL SECTIONS HS CODE 7216.20 NET WEIGHT 9000 KG CIF SANTIAGO.,"Santiago, Chile"
PQRS9012345,54321 KGS 23.414 CUBIC METER 342 CARTON COMPUTER PARTS & ACCESSORIES HS CODES 847130. SHIPPER DECLARES. ,"Shenzhen, China"
MNOP6543210,IN 30 PALLETS OF FURNITURE AND DECORATIONS CONTAINING HEAVY ITEMS. ,"Guangzhou, China"
VWXZ1234567,LOADED ON 15 PLT(S) POLYESTER YARN HS-CODE52059000. ,"Mumbai, India"
FGHK9876543,10000 KGS 41.918 CUBIC METER 675 CARTON TOYS & GAMES HS CODES 950290. SHIPPER DECLARES. ,Hong Kong
QWERTY1234567,ON 12 PALLETS CONTAINING PLASTIC BUCKETS AND LIDS NET WEIGHT 15000 KG CIF MONTREAL. ,"Ho Chi Minh City, Vietnam"
JKLUIOP98765,IN 50 PALLETS OF CLOTHING AND SHOES CONTAINING WOMENS & CHILDREN ITEMS. ,"Dhaka, Bangladesh"
POIUHGF12345,LOADED ON 10 PLT(S) METAL RODS HS-CODE73061000. ,"Karachi, Pakistan"
ZXCDEF4321098,GRANADA VELVET 6.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357. ,"Hamburg, Germany"
YUIOPAS9876543,ON 8 PALLETS CONTAINING PP WAREHOUSE SHELVES NET WEIGHT 12000 KG CIF PANAMA. ,"Lima, Peru"
MNOPGHF1234567,IN 25 PALLETS OF TEXTILE MATERIALS AND FABRICS HS CODES 5209. SHIPPER DECLARES. ,"Istanbul, Turkey"
GHIJ9876543,15321 KGS 75.321 CUBIC METER 2345 CARTON FABRIC & YARN HS CODES 5207. SHIPPER DECLARES.,"Shenzhen, China"
PQRS0123456,IN 30 PALLETS OF DRY CLEANING SUPPLIES AND EQUIPMENT. ,"Rotterdam, Netherlands"
WXYZ6543210,LOADED ON 15 PLT(S) POLYPROPYLENE RESIN HS-CODE39201090. ,"Shanghai, China"
MNOI4321098,GRAND PRAIRIE LAGER 5.2% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Rotterdam, Netherlands"
UIOP5432109,ON 12 PALLETS CONTAINING 20FT CONTAINERIZED LUMBER PACKS. ,"Hamburg, Germany"
VBNM6543210,9876 KGS 41.111 CUBIC METER 345 CARTON PLASTIC CONTAINERS HS CODES 392390. SHIPPER DECLARES.,"Shenzhen, China"
RSTU7654321,IN 25 PALLETS OF USED OFFICE EQUIPMENT AND MACHINERY. ,"Rotterdam, Netherlands"
CDEFG9876543,LOADED ON 10 PLT(S) ETHYLENE VINYL ACETATE HS-CODE39041090. ,"Shanghai, China"
FGHJ8765432,GRIMBERGEN AMBREE 6.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357.,"Rotterdam, Netherlands"
TYUI7890123,"ON 20 PALLETS CONTAINING FABRIC AND YARN ROLLS, NET WEIGHT 10500 KG CIF MEXICO. ","Hamburg, Germany"
MNOP9876541,15321 KGS 81.456 CUBIC METER 942 CARTON SHOE LACES & RIBBONS HS CODES 6406. SHIPPER DECLARES.,"Guangzhou, China"
QWERT1234556,IN 30 PALLETS OF ELECTRONIC ACCESSORIES INCLUDING LIGHTING FIXTURES AND SWITCHES CONTAINING FLAMMABLE MATERIALS. ,"Tokyo, Japan"
VBNM5432109,LOADED ON 25 PLT(S) POLYETHYLENE FOAM SHEETS HS-CODE3920.10. ,"Seoul, South Korea"
FGHJH8765432,CONTAINING 480 BAGS OF TEA - EACH 1 KG CBM 4160413 / 278214365. ,Singapore
TYUIU4321097,"ON 18 PALLETS CONTAINING RUBBER VULCANIZATE FOR INDUSTRIAL USES, NET WEIGHT 10224 KG CIF HAVANA.",Hong Kong
KJHG5432109,19811 KGS 74.511 CUBIC METER 1353 CARTON PLASTIC BAGS & WRAPPERS HS CODES 3923.50. ,"Kuala Lumpur, Malaysia"
MNOP9876547,IN 40 PALLETS OF HOUSEHOLD DECORATIONS AND FURNITURE CONTAINING HEAVY MATERIALS.,"Shanghai, China"
QWERT1234553,LOADED ON 28 PLT(S) POLYESTER COTTON FABRIC HS-CODE 5208.90. ,"Bangkok, Thailand"
VBNM5432101,CONTAINING 720 BAGS OF COFFEE BEANS - EACH 5 KG CBM 4160413 / 278214365. ,"Manila, Philippines"
FGHJH8765431,"ON 22 PALLETS CONTAINING PAINTS AND VARNISHES, NET WEIGHT 15000 KG CIF SANTO DOMINGO.","Taipei, Taiwan"
PQRS5678901,14732 KGS 45.123 CUBIC METER 765 CARTON TEXTILES & APPAREL HS CODES 520521. SHIPPER DECLARES.,"Guangzhou, China"
WXYZ9012345,IN 30 PALLETS OF HOUSEHOLD APPLIANCES AND PARTS CONTAINING DANGEROUS GOODS.,"Rotterdam, Netherlands"
EFGH5678909,LOADED ON 25 PLT(S) POLYURETHANE FOAM HS-CODE 39199090.,Hong Kong
MNOI2345678,GRIMBERGEN AMBREE 7.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214356.,"Rotterdam, Netherlands"
KJHGF9876543,ON 12 PALLETS CONTAINING CABLES AND WIRE HS-CODE 8544.10/0001 NET WEIGHT 8732 KG CIF TARIJA.,"Hamburg, Germany"
STUV4321097,12000 KGS 37.421 CUBIC METER 320 CARTON METAL PRODUCTS HS CODES 73099090. SHIPPER DECLARES.,"Shanghai, China"
RSTU9876541,IN 50 PALLETS OF PLASTIC PARTS AND FITTINGS CONTAINING DANGEROUS GOODS.,"Le Havre, France"
GHIJ5678903,LOADED ON 10 PLT(S) PVC PIPE HS-CODE 3917.92/0001.,Hong Kong
IJKL2345679,GRIMBERGEN AMBREE 5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214355.,"Rotterdam, Netherlands"
OPQS4321098,ON 15 PALLETS CONTAINING FURNITURE AND HOME DECOR HS-CODE 9403.30/0001 NET WEIGHT 6159 KG CIF GUAYMAS.,"Hamburg, Germany"
FGHJ1234567,12000 KGS 50 CUBIC METER 400 CARTON FURNITURE PARTS & ACCESSORIES HS CODES 940690. SHIPPER DECLARES.,"Shenzhen, China"
PQRU9876543,IN 20 PALLETS OF TOYS AND PLAYING CARDS CONTAINING DANGEROUS GOODS FOR CHILDREN AGES 5-12. ,"Hamburg, Germany"
TVCBA1234567,LOADED ON 30 PLT(S) NITROCELLULOSE HS-CODE32141010. ,"Shenzhen, China"
QWERTYUIOP9876,GRIMBERGEN AMBREE 5.5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357. ,"Hamburg, Germany"
ASDFGHJKL1234,"ON 12 PALLETS CONTAINING ROLLER COASTERS FOR AMUSEMENT PARKS, EACH ROLLER COASTER WEIGHTS 2000 KG CB 41712110 / 278214357. ","Shenzhen, China"
ZYXWVUT123456,IN 40 PALLETS OF SHOES & ACCESSORIES CONTAINING LEATHER GOODS HS CODES 63090900. ,"Hamburg, Germany"
JKLUYTR123456,LOADED ON 25 PLT(S) CEMENT POWDER (CAMEO BRAND). ,"Shenzhen, China"
HGFEDCBA98765,GRIMBERGEN AMBREE 5% ABV. BEER EACH 24/33CL BOTTLES CB 4160410 / 278214357. ,"Hamburg, Germany"
QWERTYUIOP98765,ON 8 PALLETS CONTAINING ALU METAL SHEETS HS CODES 7606.10.00. ,"Shenzhen, China"
ASDFGHJKL4321,IN 15 PALLETS OF TEXTILES & PRINTED FABRICS CONTAINING DYE STUFF HS CODES 5407.19.00. ,"Hamburg, Germany"
PQRU2345678,15432 KGS 21.819 CUBIC METER 1234 BOXES OF TOYS & TRINKETS HS CODES 950300. SHIPPER DECLARES.,"Shenzhen, China"
MNOP9876543,IN 30 PALLETS OF TEXTILE MATERIAL CONTAINING DANGEROUS GOODS. ,"Bangkok, Thailand"
TUVW1234567,LOADED ON 25 PLT(S) PHOTOCURABLE ADHESIVE RUBBER FOR VEHICLE USE HS-CODE39199090. ,"Tokyo, Japan"
JKLZ3456789,GRANOLA BARS (3000 UNITS CB 4160410 / 278214357) IN ORIGINAL CARTONS. ,"Hamburg, Germany"
XCVB1234567,ON 12 PALLETS CONTAINING RUBBER SHEETS 100% NATURAL WITH WHITE LABEL 10 MM THICKNESS TOTAL WEIGHT 3000 KG CIF LOS ANGELES. ,"Shenzhen, China"
KJHGF5678901,IN 50 CARTONS OF CLEANING SUPPLIES AND TOILET PAPER TOWELS. ,Hong Kong
ZYXC9876543,LOADED ON 15 PLT(S) VEHICLE SPARE PARTS (HUB ASSEMBLY FOR TRUCK TIRE) HS-CODE87089010. ,"Shanghai, China"
PQRU5678910,GRANITE COUNTERTOPS IN 20 CARTONS. ,"Bangkok, Thailand"
MNOP1234567,ON 18 PALLETS CONTAINING WIRE RODS (ALUMINUM) TOTAL WEIGHT 12000 KG CIF HOUSTON. ,"Tokyo, Japan"
TUVW9876543,IN 35 CARTONS OF PACKAGING MATERIALS AND SUPPLIES. ,Hong Kong
MNOP7890123,15000 KGS 70.219 CUBIC METER 1000 CARTON SHOES & ACCESSORIES HS CODES 850110. SHIPPER DECLARES.,"Shenzhen, China"
QWERT456789,IN 30 PALLETS OF TEXTILES AND FABRICS CONTAINING DYE STUFF. ,"Mumbai, India"
VGHJK1234567,LOADED ON 25 PLT(S) NYLON THREAD HS-CODE 54072010. ,"Shenzhen, China"
KPLM7890123,GRANDO FINE WHITE WINE EACH 12 BOTTLES CB 3213100 / 278214352.,"Bordeaux, France"
XYZC9876543,ON 7 PALLETS CONTAINING 800 TUBS OF PLASTIC RESIN EPOXY 1504-1 HS-CODE 39049050 NET WEIGHT 4000 KG CIF MEXICO. ,"Tokyo, Japan"
STUV4321098,IN 45 PALLETS OF MECHANICAL PARTS AND ACCESSORIES CONTAINING STEEL COMPONENTS.,"Seoul, South Korea"
FGHJ1234567,LOADED ON 20 PLT(S) CARBONATED SOFT DRINK HS-CODE 22021010. ,"Shenzhen, China"
